t_wall,sim_t,vio_x,vio_y,vio_z,qx,qy,qz,qw,gt_x,gt_y
1776761704.0525563,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.21370697021484,-0.9830883145332336
1776761704.1527765,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.12938690185547,-0.9690762162208557
1776761704.2530468,27.6,-3.788256,18.092047,0.052225,0.707927,0.034838,-0.023857,-0.705022,-78.12938690185547,-0.9690762162208557
1776761704.3532681,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.12938690185547,-0.9690762162208557
1776761704.4536986,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.12938690185547,-0.9690762162208557
1776761704.5539255,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.12938690185547,-0.9690762162208557
1776761704.6541393,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.12938690185547,-0.9690762162208557
1776761704.754337,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.12938690185547,-0.9690762162208557
1776761704.8545518,27.7,-3.795479,18.183699,0.049189,0.707895,0.034416,-0.02358,-0.705085,-78.0433349609375,-0.9545114040374756
1776761704.9547758,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-78.0433349609375,-0.9545114040374756
1776761705.0555987,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-78.0433349609375,-0.9545114040374756
1776761705.1558182,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-78.0433349609375,-0.9545114040374756
1776761705.256004,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-78.0433349609375,-0.9545114040374756
1776761705.356222,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-78.0433349609375,-0.9545114040374756
1776761705.456438,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-77.95926666259766,-0.9396139979362488
1776761705.5566638,27.8,-3.795153,18.268175,0.04833,0.707878,0.033305,-0.022647,-0.705185,-77.95926666259766,-0.9396139979362488
1776761705.6568933,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.95926666259766,-0.9396139979362488
1776761705.7571023,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.95926666259766,-0.9396139979362488
1776761705.857343,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.95926666259766,-0.9396139979362488
1776761705.9575555,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.95926666259766,-0.9396139979362488
1776761706.057783,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.95926666259766,-0.9396139979362488
1776761706.1580055,27.9,-3.801458,18.353655,0.048315,0.707931,0.032567,-0.022088,-0.705184,-77.87445068359375,-0.9257470965385437
1776761706.2582595,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.87445068359375,-0.9257470965385437
1776761706.3584497,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.87445068359375,-0.9257470965385437
1776761706.4586565,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.87445068359375,-0.9257470965385437
1776761706.5588536,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.87445068359375,-0.9257470965385437
1776761706.6590722,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.87445068359375,-0.9257470965385437
1776761706.7592833,28.0,-3.811012,18.446724,0.045704,0.708006,0.031261,-0.020939,-0.705203,-77.78846740722656,-0.9125842452049255
1776761706.8595424,28.1,-3.81543,18.532862,0.045332,0.708125,0.030614,-0.020254,-0.705133,-77.78846740722656,-0.9125842452049255
1776761706.9597929,28.1,-3.81543,18.532862,0.045332,0.708125,0.030614,-0.020254,-0.705133,-77.78846740722656,-0.9125842452049255
1776761707.0599976,28.1,-3.81543,18.532862,0.045332,0.708125,0.030614,-0.020254,-0.705133,-77.78846740722656,-0.9125842452049255
